individual,plant,grain,fragment,insect,treatment,site,date,
AAA81,Hirschfeldia incana,30,A-alfalfa,Coleoptera sp1,a,an,Nov.10,
AAA130,Medicago sativa,2,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA130,Hirschfeldia incana,1,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA130,Condalia microphylla,22,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA130,Viguiera anchusaefolia,44,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA130,Poaceae,5,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA130,Prosopis caldenia,3,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA120,Vicia sp.,33,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA120,Medicago sativa,353,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA120,Hirschfeldia incana,59,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA120,Viguiera anchusaefolia,7,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA120,Poaceae,6,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA120,Condalia microphylla,72,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA114,Hirschfeldia incana,22,A-alfalfa,Augochloropsis sp. 9,a,an,Nov.10,
AAA114,Nierembergia aristata,4,A-alfalfa,Augochloropsis sp. 9,a,an,Nov.10,
AAA114,Medicago sativa,624,A-alfalfa,Augochloropsis sp. 9,a,an,Nov.10,
AAA75,Condalia microphylla,211,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA75,Poaceae,4,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA75,Vicia sp.,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA75,Hirschfeldia incana,254,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA75,Medicago sativa,261,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA129,Viguiera anchusaefolia,342,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA129,Medicago sativa,4,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA129,indeterminate,3,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA128,Pfaffia gnaphaloides,6,C-pastura,Callonychium sp1.,c,an,Nov.10,
AAA128,Condalia microphylla,3,C-pastura,Callonychium sp1.,c,an,Nov.10,
AAA128,Hirschfeldia incana,2,C-pastura,Callonychium sp1.,c,an,Nov.10,
AAA128,Viguiera anchusaefolia,759,C-pastura,Callonychium sp1.,c,an,Nov.10,
AAA128,Rhynchosia senna,111,C-pastura,Callonychium sp1.,c,an,Nov.10,
AAA121,Chenopodeaceae,1,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,Medicago sativa,1924,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,Adesmia sp.,2841,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,Hirschfeldia incana,110,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,indeterminate,1,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,Pfaffia gnaphaloides,2,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA121,Viguiera anchusaefolia,2,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA58,Sphaeralcea crispa,142,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA58,Hirschfeldia incana,3,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA58,indeterminate,4,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA54,Condalia microphylla,3,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA54,Sphaeralcea crispa,65,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA54,indeterminate,2,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA54,Turnera sp.,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA53,Condalia microphylla,5,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA53,Poaceae,2,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA53,Sphaeralcea crispa,49,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA53,Turnera sp.,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA53,Medicago sativa,2,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Medicago sativa,3,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Sphaeralcea crispa,62,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Poaceae,2,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Condalia microphylla,3,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Asteraceae,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA52,Hirschfeldia incana,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,Pfaffia gnaphaloides,18,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,Condalia microphylla,6,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,Sphaeralcea crispa,196,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,indeterminate,6,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,Hirschfeldia incana,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA50,Turnera sp.,1,C-alflafa,Rophitulus sp.,c,an,Nov.10,
AAA109,Hirschfeldia incana,240,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Medicago sativa,256,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Turnera sp.,1,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Sphaeralcea crispa,1,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Grupo Carduus-Cirsium,1,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Pfaffia gnaphaloides,2,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA109,Adesmia sp.,4898,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA117,Hirschfeldia incana,129,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA117,Medicago sativa,176,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA117,Adesmia sp.,3744,A-alfalfa,Psaenythia sp3,a,an,Nov.10,
AAA138,Viguiera anchusaefolia,63,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA138,Condalia microphylla,51,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA118,Vicia sp.,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA118,Hirschfeldia incana,53,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA118,Condalia microphylla,12,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA118,Poaceae,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA118,Medicago sativa,898,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA126,Hirschfeldia incana,590,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA126,Condalia microphylla,79,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA88,Condalia microphylla,17,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA88,Medicago sativa,352,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA88,Hirschfeldia incana,100,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA132,Viguiera anchusaefolia,249,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA132,Pfaffia gnaphaloides,2,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA132,Condalia microphylla,86,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA137,Viguiera anchusaefolia,76,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA137,Hirschfeldia incana,2,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA137,Condalia microphylla,2,C-pastura,Bruchidius endotubercularis ,c,an,Nov.10,
AAA158,Hirschfeldia incana,110,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA158,Condalia microphylla,251,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA62,Poaceae,33,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA62,Grupo Carduus-Cirsium,1,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA62,Condalia microphylla,915,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA62,Viguiera anchusaefolia,1,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA62,Hirschfeldia incana,5,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA62,Medicago sativa,4,C-alflafa,Colletes sp4,c,an,Nov.10,
AAA173,Hirschfeldia incana,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA173,Poaceae,2,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA173,Condalia microphylla,3,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA173,Viguiera anchusaefolia,37,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA140,verbenaceae,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA140,Condalia microphylla,6,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA140,indeterminate,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA140,indeterminate,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA140,Viguiera anchusaefolia,95,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA68,Grupo Carduus-Cirsium,1,C-alflafa,Ammophila sp.,c,an,Nov.10,
AAA68,Sphaeralcea crispa,45,C-alflafa,Ammophila sp.,c,an,Nov.10,
AAA68,Poaceae,1,C-alflafa,Ammophila sp.,c,an,Nov.10,
AAA68,Condalia microphylla,73,C-alflafa,Ammophila sp.,c,an,Nov.10,
AAA68,Pfaffia gnaphaloides,200,C-alflafa,Ammophila sp.,c,an,Nov.10,
AAA159,Hirschfeldia incana,588,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA159,Poaceae,1,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA159,Viguiera anchusaefolia,1,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA159,Condalia microphylla,1019,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA69,Condalia microphylla,4,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA69,Pfaffia gnaphaloides,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA69,Viguiera anchusaefolia,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA69,Vicia sp.,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA69,Hirschfeldia incana,2391,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA69,Medicago sativa,302,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA125,Condalia microphylla,46,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA125,Hirschfeldia incana,1289,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA125,Poaceae,37,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA73,Poaceae,8,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA73,Condalia microphylla,10,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA73,Medicago sativa,510,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA73,Physalis sp.,92,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA73,Hirschfeldia incana,56,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA174,Condalia microphylla,93,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA174,Turnera sp.,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA174,indeterminate,1,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA174,Viguiera anchusaefolia,72,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA175,Physalis sp.,3,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA175,Condalia microphylla,11,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA175,Viguiera anchusaefolia,146,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA77,Condalia microphylla,4,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA77,Hirschfeldia incana,13,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA77,Poaceae,4,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA77,Physalis sp.,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA77,Medicago sativa,334,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA57,Turnera sp.,5,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Sphaeralcea crispa,202,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Medicago sativa,8,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Poaceae,1,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Condalia microphylla,1025,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Hirschfeldia incana,1,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Pfaffia gnaphaloides,1,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA57,Chenopodeaceae,1,C-alflafa,Astylus sp1,c,an,Nov.10,
AAA112,Grupo Carduus-Cirsium,1,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Poaceae,3,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Viguiera anchusaefolia,1,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Condalia microphylla,1,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Medicago sativa,1,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Pfaffia gnaphaloides,101,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA112,Hirschfeldia incana,117,A-alfalfa,Bombyliidae sp2,a,an,Nov.10,
AAA79,Hirschfeldia incana,564,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Condalia microphylla,5,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Grupo Crepis-Hypochoeris,2,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Poaceae,1,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Gaillardia megapotamica,1,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Medicago sativa,1,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA79,Pfaffia gnaphaloides,22,A-alfalfa,Hemipenthes sp4,a,an,Nov.10,
AAA72,Medicago sativa,1,A-alfalfa,Dialictus sp.7,a,an,Nov.10,
AAA72,Condalia microphylla,1,A-alfalfa,Dialictus sp.7,a,an,Nov.10,
AAA72,Hirschfeldia incana,912,A-alfalfa,Dialictus sp.7,a,an,Nov.10,
AAA133,Condalia microphylla,383,C-pastura,Dialictus sp.4,c,an,Nov.10,
AAA133,Rhynchosia senna,116,C-pastura,Dialictus sp.4,c,an,Nov.10,
AAA133,indeterminate,1,C-pastura,Dialictus sp.4,c,an,Nov.10,
AAA135,Nierembergia aristata,80,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,Rhynchosia senna,8,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,Medicago sativa,7,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,Condalia microphylla,11,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,Hirschfeldia incana,1,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,Poaceae,21,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA135,indeterminate,4,C-pastura,Dactylozodes sp1,c,an,Nov.10,
AAA134,Condalia microphylla,336,C-pastura,Pachyminixi sp.,c,an,Nov.10,
AAA134,Poaceae,9,C-pastura,Pachyminixi sp.,c,an,Nov.10,
AAA134,Viguiera anchusaefolia,26,C-pastura,Pachyminixi sp.,c,an,Nov.10,
AAA134,Clematis denticulata,219,C-pastura,Pachyminixi sp.,c,an,Nov.10,
AAA115,Hirschfeldia incana,441,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Condalia microphylla,14,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Poaceae,2,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Viguiera anchusaefolia,1,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Gaillardia megapotamica,1,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Medicago sativa,115,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA115,Pfaffia gnaphaloides,28,A-alfalfa,Isepeolus viperinus,a,an,Nov.10,
AAA122,Medicago sativa,8,A-alfalfa,Vanessa carye,a,an,Nov.10,
AAA122,Hirschfeldia incana,77,A-alfalfa,Vanessa carye,a,an,Nov.10,
AAA139,Viguiera anchusaefolia,1279,C-pastura,Dialictus sp.5,c,an,Nov.10,
AAA139,Condalia microphylla,108,C-pastura,Dialictus sp.5,c,an,Nov.10,
AAA127,Rhynchosia senna,1605,C-pastura,Dialictus sp.8,c,an,Nov.10,
AAA127,Condalia microphylla,18,C-pastura,Dialictus sp.8,c,an,Nov.10,
AAA55,Sphaeralcea crispa,1862,C-alflafa,Dialictus sp.5,c,an,Nov.10,
AAA55,Pfaffia gnaphaloides,1,C-alflafa,Dialictus sp.5,c,an,Nov.10,
AAA55,Medicago sativa,3,C-alflafa,Dialictus sp.5,c,an,Nov.10,
AAA55,Condalia microphylla,1,C-alflafa,Dialictus sp.5,c,an,Nov.10,
AAA176,Asteraceae,2,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Viguiera anchusaefolia,1388,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Clematis denticulata,4585,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Condalia microphylla,258,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Hirschfeldia incana,167,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Pfaffia gnaphaloides,46,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Chenopodeaceae,1,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA176,Nierembergia aristata,4,C-pastura,Ammophila sp.,c,an,Nov.10,
AAA71,Hirschfeldia incana,8402,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA71,Poaceae,2,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA71,Pfaffia gnaphaloides,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA71,Condalia microphylla,53,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA99,Hirschfeldia incana,19412,A-alfalfa,Pseudagapostemon sp. 1,a,an,Nov.10,
AAA99,Pfaffia gnaphaloides,4,A-alfalfa,Pseudagapostemon sp. 1,a,an,Nov.10,
AAA99,Grupo Carduus-Cirsium,1,A-alfalfa,Pseudagapostemon sp. 1,a,an,Nov.10,
AAA80,Vicia sp.,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA80,Asteraceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA80,Hirschfeldia incana,10590,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA70,Hirschfeldia incana,6811,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA70,Condalia microphylla,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA70,Medicago sativa,2,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA136,Viguiera anchusaefolia,12958,C-pastura,Astylus quadrilineatus,c,an,Nov.10,
AAA136,Condalia microphylla,2741,C-pastura,Astylus quadrilineatus,c,an,Nov.10,
AAA131,Clematis denticulata,1782,C-pastura,Astylus sp1,c,an,Nov.10,
AAA131,Viguiera anchusaefolia,178,C-pastura,Astylus sp1,c,an,Nov.10,
AAA131,Hirschfeldia incana,6,C-pastura,Astylus sp1,c,an,Nov.10,
AAA131,Turnera sp.,1,C-pastura,Astylus sp1,c,an,Nov.10,
AAA131,Condalia microphylla,7332,C-pastura,Astylus sp1,c,an,Nov.10,
AAA113,Asteraceae,5,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA113,Condalia microphylla,5,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA113,Medicago sativa,14,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA113,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA113,Hirschfeldia incana,4961,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA124,Condalia microphylla,3206,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA124,Hirschfeldia incana,357,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA124,Medicago sativa,6,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA116,Hirschfeldia incana,4381,A-alfalfa,Astylus quadrilineatus,a,an,Nov.10,
AAA116,Medicago sativa,409,A-alfalfa,Astylus quadrilineatus,a,an,Nov.10,
AAA116,Condalia microphylla,116,A-alfalfa,Astylus quadrilineatus,a,an,Nov.10,
AAA413,Medicago sativa,1,A-alfalfa,Eurema deva,a,an,Ene.11,
AAA284,Hirschfeldia incana,20,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA284,Grupo Baccharis spp.,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA284,Salsola kali,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA284,Medicago sativa,1304,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA334,Salsola kali,4,A-alfalfa,Callonychium sp1.,a,an,Ene.11,
AAA334,Turnera sp.,10,A-alfalfa,Callonychium sp1.,a,an,Ene.11,
AAA334,Hirschfeldia incana,24,A-alfalfa,Callonychium sp1.,a,an,Ene.11,
AAA279,Grupo Carduus-Cirsium,51,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA279,Salsola kali,39,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA279,Hirschfeldia incana,40,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA279,Medicago sativa,59,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA404,Aloysia gratissima,448,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA404,Annoda sp.,1,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA404,Turnera sp.,110,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA404,Mitracarpus sp.,30,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA404,Chenopodeaceae,2,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA404,Prosopis caldenia,3071,C-pastura,Xylocopa splendidula,c,an,Ene.11,
AAA337,Thelesperma sp.,594,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Pfaffia gnaphaloides,8,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Hirschfeldia incana,40,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Medicago sativa,2,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Salsola kali,5,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Turnera sp.,1,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA337,Clematis denticulata,6,A-alfalfa,Chauliognatus scriptus,a,an,Ene.11,
AAA274,Medicago sativa,2115,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA274,Salsola kali,7,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA274,Hirschfeldia incana,16,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Grupo Carduus-Cirsium,175,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Clematis denticulata,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Adesmia sp.,4,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Thelesperma sp.,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Vicia sp.,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Salsola kali,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Medicago sativa,89,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA282,Hirschfeldia incana,41,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Adesmia sp.,9,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Nierembergia aristata,4,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Medicago sativa,170,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Salsola kali,78,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA275,Hirschfeldia incana,30,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA376,Grupo Baccharis spp.,454,C-pastura,Ammophila sp.,c,an,Ene.11,
AAA376,Asteraceae,1,C-pastura,Ammophila sp.,c,an,Ene.11,
AAA376,Pfaffia gnaphaloides,877,C-pastura,Ammophila sp.,c,an,Ene.11,
AAA376,Chenopodeaceae,37,C-pastura,Ammophila sp.,c,an,Ene.11,
AAA376,Mitracarpus sp.,5,C-pastura,Ammophila sp.,c,an,Ene.11,
AAA248,Medicago sativa,415,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA248,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA248,Hirschfeldia incana,24,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA248,Chenopodeaceae,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA244,Hirschfeldia incana,16,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA244,Salsola kali,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA244,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA244,Adesmia sp.,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA244,Medicago sativa,851,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA377,Grupo Baccharis spp.,10,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA377,Pfaffia gnaphaloides,15,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA377,Hirschfeldia incana,6,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA377,Sphaeralcea crispa,3,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA377,Turnera sp.,1,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA377,Viguiera anchusaefolia,2,C-pastura,Andrenidae sp2,c,an,Ene.11,
AAA249,Condalia microphylla,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Salsola kali,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Hirschfeldia incana,155,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Adesmia sp.,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Medicago sativa,259,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA249,Chenopodeaceae,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA345,Solanum elaeagnifolium,100,A-alfalfa,Tiguipa sp.,a,an,Ene.11,
AAA345,Medicago sativa,111,A-alfalfa,Tiguipa sp.,a,an,Ene.11,
AAA345,Salsola kali,16,A-alfalfa,Tiguipa sp.,a,an,Ene.11,
AAA345,Conyza sp.,46,A-alfalfa,Tiguipa sp.,a,an,Ene.11,
AAA402,Thelesperma sp.,2,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA402,Hirschfeldia incana,1,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA408,Cuscuta sp.,14,A-alfalfa,Lepidoptera sp1,a,an,Ene.11,
